Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
NVGN,Novogen Limited,3.1,5550057.1,1790341,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvgn
NVUS,"Novus Therapeutics, Inc.",4.47,31035478.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvus
NUS,"Nu Skin Enterprises, Inc.",63.16,3343827962,n/a,1996,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/nus
NCNA,NuCana plc,14.08,108352710.4,7695505,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ncna
NUVA,"NuVasive, Inc.",55.05,2796750291,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva
NVTR,Nuvectra Corporation,13.76,147232000,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvtr
NXTM,"NxStage Medical, Inc.",27.51,1821100570,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nxtm
NYMX,Nymox Pharmaceutical Corporation,3.87,202662890.6,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/nymx
OASM,Oasmia Pharmaceutical AB,0.95,843214.3,887594,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oasm
OBLN,"Obalon Therapeutics, Inc.",9.07,152594940.7,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/obln
OBSV,ObsEva SA,10.76,318832379.1,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/obsv
OCRX,"Ocera Therapeutics, Inc.",1.09,28895955.59,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx
OCUL,"Ocular Therapeutix, Inc.",5.56,161556758.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocul
OHRP,"Ohr Pharmaceuticals, Inc.",0.63,35413199.64,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp
OMER,Omeros Corporation,18.95,905882919.6,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omer
ONS,"Oncobiologics, Inc.",1.35,33659024.85,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ons
ONSIW,"Oncobiologics, Inc.",0.1143,0,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiw
ONSIZ,"Oncobiologics, Inc.",0.05,0,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiz
OCX,OncoCyte Corporation,6.5,203687165.5,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ocx
OMED,"OncoMed Pharmaceuticals, Inc.",3.76,141490465.7,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omed
ONTX,"Onconova Therapeutics, Inc.",2.45,24135349.35,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontx
ONTXW,"Onconova Therapeutics, Inc.",0.8,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontxw
ONCS,OncoSec Medical Incorporated,1.251,26481410.69,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oncs
OPGN,"OpGen, Inc.",0.365,18818099.14,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgn
OPGNW,"OpGen, Inc.",0.0358,0,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgnw
OPHT,Ophthotech Corporation,2.41,86622338.39,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opht
OPK,"Opko Health, Inc.",6.96,3893458389,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opk
OPTN,"OptiNose, Inc.",19.01,696455549.7,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/optn
OGEN,"Oragenics, Inc.",0.36,17738718.84,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen
ORMP,Oramed Pharmaceuticals Inc.,10.78,143599970.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",20.24,1203459025,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/osur
OREX,"Orexigen Therapeutics, Inc.",1.78,27467119.48,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orex
ONVO,"Organovo Holdings, Inc.",1.61,170858107.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo
OFIX,Orthofix International N.V.,49.5,899460688.5,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ofix
KIDS,OrthoPediatrics Corp.,18.42,221858492.7,n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/kids
OTIC,"Otonomy, Inc.",3.45,104546764.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/otic
OVAS,OvaScience Inc.,1.53,54600328.17,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovas
OVID,Ovid Therapeutics Inc.,7.4,182054326.4,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovid
OMI,"Owens & Minor, Inc.",29.26,1791484844,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/omi
OXFD,Oxford Immunotec Global PLC,16.07,411006673.5,n/a,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/oxfd
PCRX,"Pacira Pharmaceuticals, Inc.",33.5,1351441925,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pcrx
PTIE,"Pain Therapeutics, Inc.",3.835,25293777.02,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptie
PTN,"Palatin Technologies, Inc.",0.82,146817271.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn
PRTK,"Paratek Pharmaceuticals, Inc. ",23.2,644059561.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prtk
PDCO,"Patterson Companies, Inc.",39.37,3767827110,n/a,1992,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pdco
PAVM,PAVmed Inc.,5.45,72655099.95,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pavm
PAVMW,PAVmed Inc.,1.8,0,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pavmw
PDLI,"PDL BioPharma, Inc.",3.5,539282075.5,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/pdli
PEN,"Penumbra, Inc.",95.55,3226916320,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pen
PPHM,Peregrine Pharmaceuticals Inc.,4.08,183992010.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pphm
PPHMP,Peregrine Pharmaceuticals Inc.,23.81,16667000,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pphmp
PTX,"Pernix Therapeutics Holdings, Inc.",2.83,32636757.09,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptx
PRGO,Perrigo Company,87.44,12469913535,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prgo
PETQ,"PetIQ, Inc.",25.76,553602261,n/a,2017,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/petq
PETS,"PetMed Express, Inc.",36.74,757002239.2,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/pets
PFNX,Pfenex Inc.,2.75,64703856.25,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx
PFE,"Pfizer, Inc.",36.42,2.16602E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfe
PMC,Pharmerica Corporation,29.2,908672668.4,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/pmc
PZRX,"PhaseRx, Inc.",1.04,12157942.16,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pzrx
PAHC,Phibro Animal Health Corporation,37.1,1490332043,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pahc
PHMD,"PhotoMedex, Inc.",1.2601,6603337.313,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/phmd
PIRS,"Pieris Pharmaceuticals, Inc.",5,221543875,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/pirs
PSTI,"Pluristem Therapeutics, Inc.",1.765,172040995.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/psti
PLXP,PLx Pharma Inc.,8.7,75589019.1,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/plxp
PTLA,"Portola Pharmaceuticals, Inc.",50.65,2928655835,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptla
PRAH,"PRA Health Sciences, Inc.",82.88,5192565437,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prah
PRAN,Prana Biotechnology Ltd,3.44,21866941.36,6356669,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pran
LENS,Presbia PLC,4.32,74139196.32,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lens
PBH,"Prestige Brand Holdings, Inc.",48.07,2547718172,n/a,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh
PBMD,Prima BioMed Ltd,2.24,14093054.08,6291542,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbmd
PDEX,"Pro-Dex, Inc.",7.75,32501880.25,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pdex
PGNX,Progenics Pharmaceuticals Inc.,6.41,450429725.7,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pgnx
PRPH,"ProPhase Labs, Inc.",2.1,26099768.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prph
PRQR,ProQR Therapeutics N.V.,4.4,106063095.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prqr
PTGX,"Protagonist Therapeutics, Inc.",15.93,269260982.7,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptgx
PLX,"Protalix BioTherapeutics, Inc.",0.79,105350480.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
PRTO,"Proteon Therapeutics, Inc.",2.25,39643690.5,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTI,"Proteostasis Therapeutics, Inc.",2.24,56228244.8,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
PRTA,Prothena Corporation plc,57.91,2216509941,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PMD,Psychemedics Corporation,16.7454,91958251.61,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PTCT,"PTC Therapeutics, Inc.",17.79,736311128.3,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULM,"Pulmatrix, Inc.",1.9,38236380.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",23.56,384966041.4,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
PBYI,Puma Biotechnology Inc,124.65,4637677666,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi
QGEN,Qiagen N.V.,34.13,7789626420,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
DGX,Quest Diagnostics Incorporated,95.08,12969435225,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx
QDEL,Quidel Corporation,41.77,1396804506,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
Q,"Quintiles IMS Holdings, Inc.",103.03,21750208835,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/q
QHC,Quorum Health Corporation,5.01,151790595.2,n/a,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/qhc
QTNT,Quotient Limited,4.72,177792794.8,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RARX,"Ra Pharmaceuticals, Inc.",15.24,344571005,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
RDUS,"Radius Health, Inc.",35.64,1550491470,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",11.15,527019824.8,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RETA,"Reata Pharmaceuticals, Inc.",32.8,0,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
REPH,"Recro Pharma, Inc.",8.97,170964647.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RDHL,Redhill Biopharma Ltd.,9.25,96086428.5,10387722,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",432.98,46394769515,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,32.75,1013577883,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,1.21,125580733.3,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
RELV,"Reliv&#39; International, Inc.",5.79,10683476.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
RNVA,"Rennova Health, Inc.",0.7811,70768.4411,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnva
RNVAZ,"Rennova Health, Inc.",0.018,0,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnvaz
RGEN,Repligen Corporation,37.92,1632458199,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,0.5639,21211295.87,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RMD,ResMed Inc.,79,11241735629,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd
HAIR,"Restoration Robotics, Inc.",6.96,198923989.7,n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hair
RVP,"Retractable Technologies, Inc.",0.62,19633201.48,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
RTRX,"Retrophin, Inc.",24.31,933150678.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",25.5,785889319.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RWLK,ReWalk Robotics Ltd,1.5,32620750.5,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
RNN,"Rexahn Pharmaceuticals, Inc.",1.85,58691460.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
RYTM,"Rhythm Pharmaceuticals, Inc.",23.08,601787550.7,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rytm
RIGL,"Rigel Pharmaceuticals, Inc.",3.89,564859112.2,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
RAD,Rite Aid Corporation,1.78,1893848777,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad
RTTR,"Ritter Pharmaceuticals, Inc.",0.3683,18159591.68,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RMTI,"Rockwell Medical, Inc.",7.09,366836883.6,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
ROSG,Rosetta Genomics Ltd.,0.8974,4365322.431,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
RTIX,"RTI Surgical, Inc.",4.65,276717287.1,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RXII,RXi Pharmaceuticals Corporation,0.5804,13753934.98,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,0.1799,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
SAGE,"Sage Therapeutics, Inc.",63.5,2377508834,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SGMO,"Sangamo Therapeutics, Inc.",13.45,1124565771,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
GCVRZ,Sanofi,0.375,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SNY,Sanofi,49.51,1.23965E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny
SRPT,"Sarepta Therapeutics, Inc.",51.94,3341420129,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",8.49,205487409.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/svra
SCYX,"SCYNEXIS, Inc.",1.88,50238324.44,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SPNE,SeaSpine Holdings Corporation,10.12,127021594.9,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",63.86,9133717631,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",1.14,64745703.78,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.29,0,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyesw
SEM,Select Medical Holdings Corporation,17.8,2366274506,n/a,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
SELB,"Selecta Biosciences, Inc.",21.31,470404995.2,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
SNMX,"Senomyx, Inc.",0.92,43713094.36,n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SRTS,"Sensus Healthcare, Inc.",5.89,79448525.46,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",1.9887,0,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
MCRB,"Seres Therapeutics, Inc.",9.98,404316137.2,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb
SHPG,Shire plc,145.25,10586996670,72888101,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SNNA,"Sienna Biopharmaceuticals, Inc.",20.33,417399926.2,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",15.16,292691906.6,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
SRRA,"Sierra Oncology, Inc.",1.64,85720246.52,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srra
SVA,"Sinovac Biotech, Ltd.",7.03,400845404.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SKLN,Skyline Medical Inc.,1.63,10159400.43,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln
SNN,"Smith & Nephew SNATS, Inc.",38.28,17297262125,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn
SLNO,"Soleno Therapeutics, Inc.",2.12,22048000,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slno
SLNOW,"Soleno Therapeutics, Inc.",0.1818,0,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slnow
SNGX,"Soligenix, Inc.",2.071,11852622.94,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngx
SNGXW,"Soligenix, Inc.",0.55,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngxw
SNOA,"Sonoma Pharmaceuticals, Inc.",4.67,20118187.21,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoa
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.4,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoaw
SRNE,"Sorrento Therapeutics, Inc.",2.8,219860026.4,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
ONCE,"Spark Therapeutics, Inc.",81.87,2992036493,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once
SPPI,"Spectrum Pharmaceuticals, Inc.",19.37,1816076809,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi
SBPH,"Spring Bank Pharmaceuticals, Inc.",16.59,210643860.4,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbph
STAA,STAAR Surgical Company,12.95,532358649.2,n/a,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa
STDY,SteadyMed Ltd.,3.1,82323761.2,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy
SBOT,"Stellar Biotechnologies, Inc.",1.21,12729316.16,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbot
STML,"Stemline Therapeutics, Inc.",11.1,280608266.4,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml
STE,STERIS plc,91.24,7776432919,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
SSKN,"Strata Skin Sciences, Inc.",1.47,3642282.21,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn
SBBP,Strongbridge Biopharma plc,6.15,220245915.6,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbbp
SYK,Stryker Corporation,150.49,56292785114,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk
SCMP,"Sucampo Pharmaceuticals, Inc.",10.3,479490358.6,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp
SMMT,Summit Therapeutics plc,11.64,54818742.96,4709514,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/smmt
SNSS,"Sunesis Pharmaceuticals, Inc.",1.97,46320992.18,n/a,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss
SSY,"SunLink Health Systems, Inc.",1.5099,13834556.89,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
SUPN,"Supernus Pharmaceuticals, Inc.",41.85,2121757754,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn
SGRY,"Surgery Partners, Inc.",9.8,481369708.4,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry
SRDX,"Surmodics, Inc.",30.95,405753293,n/a,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx
SNDX,"Syndax Pharmaceuticals, Inc.",11.9,264417738.2,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sndx
SGYP,"Synergy Pharmaceuticals, Inc.",2.81,632123384.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp
SYN,"Synthetic Biologics, Inc",0.919,118055367.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn
SYRS,"Syros Pharmaceuticals, Inc.",16.51,433555951.5,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syrs
TTOO,"T2 Biosystems, Inc.",4.05,144972054.5,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo
TCMD,"Tactile Systems Technology, Inc.",31.99,563967097.2,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tcmd
TNDM,"Tandem Diabetes Care, Inc.",2.53,1270791.17,n/a,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm
TPIV,TapImmune Inc.,3.11,31594468.23,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpiv
TARO,Taro Pharmaceutical Industries Ltd.,108.31,4388013827,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/taro
TEAR,TearLab Corporation,1.3,7465188.9,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tear
TDOC,"Teladoc, Inc.",34.25,1940407754,n/a,2015,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/tdoc
TFX,Teleflex Incorporated,243.06,10946794819,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx
TLGT,"Teligent, Inc.",6.46,344911984.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlgt
TENX,"Tenax Therapeutics, Inc.",0.46,12988811.16,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx
THC,Tenet Healthcare Corporation,14.66,1478029102,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc
TSRO,"TESARO, Inc.",116.4,6306665374,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro
